Date,Year,Month,MonthName,Quarter,ClinicName,ProviderName,Specialty,ApptTypeName,ApptCount,CompletedCount,NoShowCount,CancelCount,NoShowRatePct,CancelRatePct,UtilizationPct,AvgWaitDays
2025-02-25,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Midtown Family Clinic,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Garcia,Cardiology,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,New Patient,3,2,0,1,0.00,33.33,66.67,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Procedure,6,4,2,0,33.33,0.00,66.67,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Follow-up,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,New Patient,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Annual Physical,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,8.00
2025-02-25,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Garcia,Cardiology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Procedure,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Patel,Primary Care,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-25,2025,2,February,1,West County Internal Med,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,5,5,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Follow-up,1,0,0,1,0.00,100.00,0.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Annual Physical,2,0,2,0,100.00,0.00,0.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Garcia,Cardiology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,7,6,0,1,0.00,14.29,85.71,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Procedure,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Midtown Family Clinic,Smith,Pediatrics,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Lab Review,2,1,1,0,50.00,0.00,50.00,6.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Procedure,4,3,0,1,0.00,25.00,75.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Nguyen,Internal Med,Lab Review,2,2,0,0,0.00,0.00,100.00,9.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Garcia,Cardiology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,3.00
2025-02-26,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Johnson,Dermatology,New Patient,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Procedure,3,2,1,0,33.33,0.00,66.67,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Patel,Primary Care,Procedure,3,3,0,0,0.00,0.00,100.00,7.00
2025-02-26,2025,2,February,1,West County Internal Med,Smith,Pediatrics,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Garcia,Cardiology,New Patient,3,3,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Follow-up,4,3,1,0,25.00,0.00,75.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Procedure,4,3,1,0,25.00,0.00,75.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Smith,Pediatrics,Annual Physical,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-27,2025,2,February,1,Downtown Specialty Care,Smith,Pediatrics,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,2,0,2,0,100.00,0.00,0.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Lab Review,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Midtown Family Clinic,Smith,Pediatrics,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Annual Physical,2,2,0,0,0.00,0.00,100.00,4.50
2025-02-27,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Garcia,Cardiology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Procedure,4,4,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Patel,Primary Care,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-27,2025,2,February,1,West County Internal Med,Smith,Pediatrics,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Lab Review,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,4,4,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Follow-up,4,3,1,0,25.00,0.00,75.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Follow-up,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,9.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Patel,Primary Care,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-02-28,2025,2,February,1,Downtown Specialty Care,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Garcia,Cardiology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Midtown Family Clinic,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Garcia,Cardiology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,New Patient,1,0,0,1,0.00,100.00,0.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Johnson,Dermatology,Procedure,4,4,0,0,0.00,0.00,100.00,5.25
2025-02-28,2025,2,February,1,Northside Pediatrics,Nguyen,Internal Med,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Nguyen,Internal Med,Procedure,5,4,1,0,20.00,0.00,80.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,11.00
2025-02-28,2025,2,February,1,Northside Pediatrics,Smith,Pediatrics,Procedure,1,0,1,0,100.00,0.00,0.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,13.00
2025-02-28,2025,2,February,1,West County Internal Med,Johnson,Dermatology,Procedure,1,1,0,0,0.00,0.00,100.00,12.00
2025-02-28,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Nguyen,Internal Med,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-02-28,2025,2,February,1,West County Internal Med,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Procedure,1,0,0,1,0.00,100.00,0.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,2,1,1,0,50.00,0.00,50.00,8.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,8.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Procedure,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,New Patient,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-01,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-01,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
